timestamp_utc,symbol,source,published_at,title,summary,url,prompt,sentiment_score
2026-05-29T20:07:43+00:00,ACN,google_news,2026-05-26T21:50:01+00:00,Accenture (ACN) Stock Drops Despite Market Gains: Important Facts to Note - Yahoo Finance,Accenture (ACN) Stock Drops Despite Market Gains: Important Facts to Note &nbsp;&nbsp; Yahoo Finance,https://news.google.com/rss/articles/CBMinwFBVV95cUxPRU5qSDc0WW5SRUpUYVVrNXp0SW5pdDM1bzRwcGgzVm5nV2pyUUhiVWljdmhuWmZpaG01X3N1YnVzUHFyS04xVlc5MjA2eEtPbkg2cFc3RlM4VlN3NlY1VjR5WUxtZXJ0dENUd2hxb19TSkdvZHN2dUtJbzlKWkZZc1FuRzJMSnlzTTZnZm9BNmtBNjU3OHFKeVVSZkpidE0?oc=5,"Ticker: ACN. Company: ACN. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: Accenture (ACN) Stock Drops Despite Market Gains: Important Facts to Note - Yahoo Finance. Summary: Accenture (ACN) Stock Drops Despite Market Gains: Important Facts to Note &nbsp;&nbsp; Yahoo Finance",-1.0
2026-05-29T20:07:43+00:00,ACN,yahoo,2026-05-26T21:50:01+00:00,Accenture (ACN) Stock Drops Despite Market Gains: Important Facts to Note,"Accenture (ACN) reached $177 at the closing of the latest trading day, reflecting a -1.25% change compared to its last close.",https://finance.yahoo.com/markets/stocks/articles/accenture-acn-stock-drops-despite-215001921.html?.tsrc=rss,"Ticker: ACN. Company: ACN. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: Accenture (ACN) Stock Drops Despite Market Gains: Important Facts to Note. Summary: Accenture (ACN) reached $177 at the closing of the latest trading day, reflecting a -1.25% change compared to its last close.",-1.0
2026-05-29T20:07:43+00:00,CTSH,google_news,2026-05-26T22:42:08+00:00,Cognizant Technology Solutions (CTSH) Retreats 1.78% as Key Support Levels Come into Focus - Earnings Breakout Stocks - The Legal Advocate,Cognizant Technology Solutions (CTSH) Retreats 1.78% as Key Support Levels Come into Focus - Earnings Breakout Stocks &nbsp;&nbsp; The Legal Advocate,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNSC1WbTZYazd4bmlpZ1hrUWlmSlVybmZsTm81UGVpQzBoUFhVeFlmSUJzVnhsbF9TUU91RnFLc3hNMGh6V0cwOFppb1B0NWQ2aFZDR3VBRFNsWGRPQzJhU3hLY3A3UWJNemwzNWNISFdOa0JjTFlJRlJ2eWg0Vjh2aTRnSjl2Y3B0cFY4Umlpc1NOQkdiVVBGeXlSc0xpVl9SdmdKNk10WEZPZXJHUmxFTHBmTnJxTTFRaGtYY3ZEOGNCWHpOSjMyMllOTnNBX3pRVjhR?oc=5,"Ticker: CTSH. Company: CTSH. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: Cognizant Technology Solutions (CTSH) Retreats 1.78% as Key Support Levels Come into Focus - Earnings Breakout Stocks - The Legal Advocate. Summary: Cognizant Technology Solutions (CTSH) Retreats 1.78% as Key Support Levels Come into Focus - Earnings Breakout Stocks &nbsp;&nbsp; The Legal Advocate",0.0
2026-05-29T20:07:43+00:00,CF,google_news,2026-05-26T23:12:25+00:00,Is Citizens Financial Services (CZFS) stock undervalued right now? - MSN,Is Citizens Financial Services (CZFS) stock undervalued right now? &nbsp;&nbsp; MSN,https://news.google.com/rss/articles/CBMizwJBVV95cUxOQ3ZnMjhRM2xqRVJGNzN2TEZ5bGhycTdwNFIyV1RlLUZEa1NrYVdiZm9aT3B4b3RscEE2cDlqa0VvNmdDLWJxWHhTaTNra1Z3dVV1TS1Qd3E2U2JHMWFLSGswdFFOeHVBQ2wzc3VHQTBITlFCMGNwSXoxckczUWJVQXUyUTROSWtLZ0sxS3BoSGhrLU5Yb2dzeG9lb3hMaDhBWXVOZEUzVkxmUDRIVGFuUkRvcEZLSWIzOERHS3VFYXl1NTI0N29JR3lUcmRCbnhvSWFJdll0aUlFWkdDcTZaXzEwMTFURU91dUFzdWI4cWREbVUxTm5HVEpIT3cxcFZpbjQ2LXJFZWVlZzh3TW81ZUxKSmtXODlZck1RNHNpaGxRMUJad1NoUERvNFh1SERnUXY0TjhvODc2ZUNycmlYbzBMMUs5dzR3bkRrcFBhaw?oc=5,"Ticker: CF. Company: CF. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: Is Citizens Financial Services (CZFS) stock undervalued right now? - MSN. Summary: Is Citizens Financial Services (CZFS) stock undervalued right now? &nbsp;&nbsp; MSN",0.0
2026-05-29T20:07:43+00:00,INTU,google_news,2026-05-26T23:19:43+00:00,"Vasant Prabhu Buys 1,250 Shares of Intuit (NASDAQ:INTU) Stock - MarketBeat","Vasant Prabhu Buys 1,250 Shares of Intuit (NASDAQ:INTU) Stock &nbsp;&nbsp; MarketBeat",https://news.google.com/rss/articles/CBMisAFBVV95cUxQWVRvbHg3dG9VODdxLUxlQ3N2RFcwc2VlTmNLOVRlZGpOcWUyMV80NjZNU2xWd1VuN3E3ZEVDSm93NTNTSUN1WXJlSjNNZ0ZBQmwwcXJJWXpfSFA5SjVfOEZyT2kzU0FQOVpMWWxMQ2tacFZjNEQtNUdqd3RUTGpyeG5hR3NpWldZckRWRkdTRUhCY09zei02UENwQTNYRWI0WlRLNHdEWXdlaFJnT1ZmYQ?oc=5,"Ticker: INTU. Company: INTU. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: Vasant Prabhu Buys 1,250 Shares of Intuit (NASDAQ:INTU) Stock - MarketBeat. Summary: Vasant Prabhu Buys 1,250 Shares of Intuit (NASDAQ:INTU) Stock &nbsp;&nbsp; MarketBeat",0.0
2026-05-29T20:07:43+00:00,INTU,google_news,2026-05-26T23:40:33+00:00,Intuit (NASDAQ:INTU) Director Vasant Prabhu Acquires 500 Shares - MarketBeat,Intuit (NASDAQ:INTU) Director Vasant Prabhu Acquires 500 Shares &nbsp;&nbsp; MarketBeat,https://news.google.com/rss/articles/CBMitAFBVV95cUxOV1F0QXhtdUtZVmdQTVcwaU43QTRZRHFOYWR3cWtqb1Rjd2F0NXljWXNzMXBXaHlaS3J3UEdMTnJDX3FucklDa3JMQjIyUW5JRUU3bWtmdV91WjVRYVVMYk9xNW1hNUtHY3pQWmNwWEEzTjhjaGFJbGk0MF9oTXh4OFJUYm0yWDJfWmhsOWVaM0dDWURMTFVWZGltcHFCYnpSZXQzQzhzWDFid29oQmQxSGw0RjA?oc=5,"Ticker: INTU. Company: INTU. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: Intuit (NASDAQ:INTU) Director Vasant Prabhu Acquires 500 Shares - MarketBeat. Summary: Intuit (NASDAQ:INTU) Director Vasant Prabhu Acquires 500 Shares &nbsp;&nbsp; MarketBeat",0.0
2026-05-29T20:07:43+00:00,CTSH,google_news,2026-05-26T23:45:31+00:00,UBFO Q4 2025 Earnings: Modest Earnings in a Quiet Quarter - EPS Consistency Score - The Legal Advocate,UBFO Q4 2025 Earnings: Modest Earnings in a Quiet Quarter - EPS Consistency Score &nbsp;&nbsp; The Legal Advocate,https://news.google.com/rss/articles/CBMirwFBVV95cUxNU3dWRksxb3o5empJNkdjV1JGSHZTUVRVTjlwcFFqZnBVbzY0V25XNE1wMkExRnoyTlRRVi05Mng0NTdKeE15TnFtaktLTTk5N3FveFdoZUl6UTJjMkY5LWdsNUJsV3VjMDFNRlZhUUxoUG5tYkwwMnFyV3UtazhMQ3RGRWxVaGtQU2pXM3ROUWR1SExuSUFuVmJrb1BCdmh6SktZdGlQbzlsa1dtcUw0?oc=5,"Ticker: CTSH. Company: CTSH. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: UBFO Q4 2025 Earnings: Modest Earnings in a Quiet Quarter - EPS Consistency Score - The Legal Advocate. Summary: UBFO Q4 2025 Earnings: Modest Earnings in a Quiet Quarter - EPS Consistency Score &nbsp;&nbsp; The Legal Advocate",0.0
2026-05-29T20:07:43+00:00,DVN,google_news,2026-05-27T00:45:33+00:00,Assessing Devon Energy (DVN) Valuation After Recent Share Price Pullback And Mixed Sentiment - simplywall.st,Assessing Devon Energy (DVN) Valuation After Recent Share Price Pullback And Mixed Sentiment &nbsp;&nbsp; simplywall.st,https://news.google.com/rss/articles/CBMixwFBVV95cUxOUjFONmhZUHNzUVJ0VF9YY1o2bURPTXZLaTdCaUc3VURLT24yVXlwQU1HT2tWSHlSa1R3NnYxakxGbHNSWHVOWXY2R2RfNGdvRi1hbzNQbmRPcUJ0SUI2aFY4R3EySldZZU9UaFlxSDZmZzBoa1dDVVlHV2ktU014anBoSlpWYmxPOHJrNEJXV0RORTFwR19mWG1NTE5yQTFwNmFkNVQ3OXBBWVhnNjRNNGZSTEZBNzdGbDEzVDBKQ3BIT3pUdm840gHMAUFVX3lxTFBhbGo4Q3I3MC1yNFUxblp2MF82UV9ZdE1zcExsR0xuSk1ScGZEcG1GT1hnZUxLcFl3amFNOW5wbVFEdzlHVkdTUUNJQUpHUGt6MDR1MkttUHppbzZXWVpaTXV5dUZYRWQyZVVoMURRZ1hCTEVmNm5DamhNaXRUV2NmdUNFellBR251Vkw3RXVoUXBILUJXUXRMLTUtbU5idEpjQWRZaEpuQ0ZDVy1wNGtQbzhPMXE4QlNncmJjVjZMSG4yUnUwaEVGNmFSXw?oc=5,"Ticker: DVN. Company: DVN. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: Assessing Devon Energy (DVN) Valuation After Recent Share Price Pullback And Mixed Sentiment - simplywall.st. Summary: Assessing Devon Energy (DVN) Valuation After Recent Share Price Pullback And Mixed Sentiment &nbsp;&nbsp; simplywall.st",0.0
2026-05-29T20:07:43+00:00,CTSH,google_news,2026-05-27T02:06:00+00:00,A Look At Cognizant Technology Solutions (CTSH) Valuation After Recent Share Price Weakness - Yahoo Finance,A Look At Cognizant Technology Solutions (CTSH) Valuation After Recent Share Price Weakness &nbsp;&nbsp; Yahoo Finance,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQRHZFZ0dZWHhBMERoQmFaX3dfLUpPc0xGY2Mwc20tS3RRQnloOGxHWU1IUF9UeGNfMTI5SWQ4UzhPblMydWxlRmlTUVNsTW1rbGk4Z2M0TUZkaTEzYlp1d3FmNG9UZjJIdFF6RXZDbVh0MjJYOThGUXd4cEJwdGZHZ3pZb2lGMU9nYlpaM0h6LUZnZXp4R2JvcFFMYWhLWUtqWDVYaXBVV1g?oc=5,"Ticker: CTSH. Company: CTSH. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: A Look At Cognizant Technology Solutions (CTSH) Valuation After Recent Share Price Weakness - Yahoo Finance. Summary: A Look At Cognizant Technology Solutions (CTSH) Valuation After Recent Share Price Weakness &nbsp;&nbsp; Yahoo Finance",0.0
2026-05-29T20:07:43+00:00,CTSH,yahoo,2026-05-27T02:06:12+00:00,A Look At Cognizant Technology Solutions (CTSH) Valuation After Recent Share Price Weakness,"How Cognizant Technology Solutions (CTSH) stock has been moving Cognizant Technology Solutions (CTSH) has caught investor attention after a period of mixed share performance, with the stock down over the past month and past 3 months despite positive annual revenue and net income growth. See our latest analysis for Cognizant Technology Solutions. At a share price of $51.81, Cognizant’s momentum has been fading, with the stock down over the year to date and the 1 year total shareholder return...",https://finance.yahoo.com/markets/stocks/articles/look-cognizant-technology-solutions-ctsh-020612740.html?.tsrc=rss,"Ticker: CTSH. Company: CTSH. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: A Look At Cognizant Technology Solutions (CTSH) Valuation After Recent Share Price Weakness. Summary: How Cognizant Technology Solutions (CTSH) stock has been moving Cognizant Technology Solutions (CTSH) has caught investor attention after a period of mixed share performance, with the stock down over the past month and past 3 months despite positive annual revenue and net income growth. See our latest analysis for Cognizant Technology Solutions. At a share price of $51.81, Cognizant’s momentum has been fading, with the stock down over the year to date and the 1 year total shareholder return...",1.0
2026-05-29T20:07:43+00:00,INTU,google_news,2026-05-27T03:13:00+00:00,"Why Did INTU, BJ, AZO Stocks Tumble To 52-Week Lows? - Yahoo Finance","Why Did INTU, BJ, AZO Stocks Tumble To 52-Week Lows? &nbsp;&nbsp; Yahoo Finance",https://news.google.com/rss/articles/CBMic0FVX3lxTE1uNGkxdC1TaUhZa3VrU01MOFJXYTRMWHgzNjFNRFRETTZVamNqV29DWFVQXzRBQ3RzTkh0Zy1Eb1lmeG9OZDNpdG9DUHhUcGN4QlA3Qk9zNXdwbXRVMGVZX3BiWFI1MjRzYkJHOVo3dUFoR00?oc=5,"Ticker: INTU. Company: INTU. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: Why Did INTU, BJ, AZO Stocks Tumble To 52-Week Lows? - Yahoo Finance. Summary: Why Did INTU, BJ, AZO Stocks Tumble To 52-Week Lows? &nbsp;&nbsp; Yahoo Finance",0.0
2026-05-29T20:07:43+00:00,INTU,yahoo,2026-05-27T03:13:47+00:00,"Why Did INTU, BJ, AZO Stocks Tumble To 52-Week Lows?","Intuit and BJ's Wholesale Club stocks fell amid a series of price target cuts, while AutoZone declined after posting third-quarter results.",https://stocktwits.com/news-articles/markets/equity/why-did-intu-bj-azo-stocks-tumble-to-52-week-lows/cZgXwdYReAd?.tsrc=rss,"Ticker: INTU. Company: INTU. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: Why Did INTU, BJ, AZO Stocks Tumble To 52-Week Lows?. Summary: Intuit and BJ's Wholesale Club stocks fell amid a series of price target cuts, while AutoZone declined after posting third-quarter results.",-1.0
2026-05-29T20:07:43+00:00,LEN,google_news,2026-05-27T03:35:16+00:00,LEN Q1 2026 Earnings: EPS Falls Short of Estimates Amid Modest Stock Gain - Low Estimate Range - Newser,LEN Q1 2026 Earnings: EPS Falls Short of Estimates Amid Modest Stock Gain - Low Estimate Range &nbsp;&nbsp; Newser,https://news.google.com/rss/articles/CBMitwFBVV95cUxOM0Mwak9SZzkySjEtcFRZSUlYMm9EUE1lZUZSaVFKUzg0LWNTb2pVdkxLSV9JS3RHa1VLUEJ6WWtxU3VuYTNjMkRSd1Y3SDB1VTZ5OW5FbXRaTUJQeXZmNUxPdlI4MTFDcDFMRjR0RzBnaVIxV1lwbGJZZDV2UU40OV9kMGlMRG5JM2ZyZEQwcEJ2VU1Fc01Gc21jT3VacXo0WVEycDVDY1VsT21YT284bTZ6c0F4YTA?oc=5,"Ticker: LEN. Company: LEN. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: LEN Q1 2026 Earnings: EPS Falls Short of Estimates Amid Modest Stock Gain - Low Estimate Range - Newser. Summary: LEN Q1 2026 Earnings: EPS Falls Short of Estimates Amid Modest Stock Gain - Low Estimate Range &nbsp;&nbsp; Newser",-1.0
2026-05-29T20:07:43+00:00,ROP,google_news,2026-05-27T05:43:20+00:00,Roper Technologies Raises Full Year Profit Forecast After Revenue Surge - HarianBasis.co,Roper Technologies Raises Full Year Profit Forecast After Revenue Surge &nbsp;&nbsp; HarianBasis.co,https://news.google.com/rss/articles/CBMie0FVX3lxTFAzMW8yaU03cXQydnlIbEdoSVdPTk9Ic0I5ME9YTXZuNU5KVl95QzBGSmkwNWhwVlEzRGJqVWRmakdvVlg5X1Y4TjM5R0szX0hTR0pkd0VLZXNzYlByVkJjQkZHMjViVzRtZ3JGaFRSQ2cyTzFSc2NwQjA1Yw?oc=5,"Ticker: ROP. Company: ROP. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: Roper Technologies Raises Full Year Profit Forecast After Revenue Surge - HarianBasis.co. Summary: Roper Technologies Raises Full Year Profit Forecast After Revenue Surge &nbsp;&nbsp; HarianBasis.co",1.0
2026-05-29T20:07:43+00:00,APA,google_news,2026-05-27T07:00:00+00:00,"3M India sales rise 14.5% to ₹5,090 crore in FY26 - scanx.trade","3M India sales rise 14.5% to ₹5,090 crore in FY26 &nbsp;&nbsp; scanx.trade",https://news.google.com/rss/articles/CBMioAFBVV95cUxON2h1Qm9lRkVzd0o0dW1pMVVyMVp5ZEVwTnd4T1RsaGdUOUFWb1JQRzZJX2t5U3UtNzQ4NzlmbkZPWnl3dEJ4QnpLMVU4VExqbGZTcFJzUWpOSjFGU3VnbTFFTmdBVVAyOTlTOVVRd01rTlNWWGxhbWFKVjJYUkdxdkZDN1ByS08wWHJTVUc5MzhVcDFLMkM1cEd2NUY4SWhS?oc=5,"Ticker: APA. Company: APA. Assess whether this fresh market news is positive, neutral, or negative for the stock. Headline: 3M India sales rise 14.5% to ₹5,090 crore in FY26 - scanx.trade. Summary: 3M India sales rise 14.5% to ₹5,090 crore in FY26 &nbsp;&nbsp; scanx.trade",0.0
